ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,date_mise_vente,prix
Lille,Centre,Appartement,148.74791094250082,5,3.0,4,0,Correct,1974.0,0,0,,,B,1.3524920119042805,213.8004778241368,10.0,2023-03-25,462777.16448711307
Lyon,Presquîle,Duplex,91.10262827390831,3,3.0,4,1,Bon,1948.0,0,1,1.0,Individuel gaz,F,5.333550133825498,317.9634478203598,7.0,2022-05-21,572611.7001824862
Lyon,Croix-Rousse,Duplex,147.22303702798482,6,4.0,7,1,Très bon,1968.0,0,0,2.0,Individuel gaz,D,2.742204320588689,154.496233951476,6.0,2023-02-15,862660.5991318411
Reims,Nord,Studio,25.02293343884005,1,0.0,3,1,Très bon,1913.0,0,0,2.0,Collectif,E,7.0121382551806875,532.5708395649418,8.0,2022-07-19,55495.01889173709
Montpellier,Nord,Maison,180.94478573127415,7,7.0,0,0,Correct,1991.0,1,0,1.0,Individuel électrique,D,8.251543381352795,360.39189906486496,5.0,2021-06-21,475777.5191964854
Paris,Belleville,Maison,140.5113190266929,5,3.0,0,0,Bon,1971.0,0,1,0.0,Individuel gaz,B,12.537841868587835,154.7788455436983,2.0,2022-06-26,1085593.833745777
Dijon,Centre,Duplex,98.9768530614888,3,2.0,1,0,Bon,,1,1,1.0,Individuel électrique,A,3.6646042788585547,246.04724215138495,10.0,2022-07-07,336137.8653054132
Strasbourg,Centre,Maison,144.44464316553723,4,,0,0,Bon,1985.0,0,0,1.0,Pompe à chaleur,D,8.607969250000359,776.3315576804652,5.0,2021-03-30,423277.68247555307
Nice,Centre,Duplex,119.95145997832569,5,3.0,3,1,Très bon,1971.0,1,1,1.0,Individuel gaz,A,5.01634025692395,,5.0,2021-06-10,1089046.6790621032
Angers,Ouest,Appartement,61.47433496821537,3,3.0,5,1,À rénover,1961.0,0,0,0.0,Individuel gaz,C,5.958792865060094,140.4797449762918,7.0,2023-09-16,87336.17576593524
Rennes,Sud,Appartement,77.17790488387722,3,1.0,5,1,Correct,1973.0,0,0,1.0,Pompe à chaleur,F,1.7999380722810419,423.48250767589377,2.0,2020-10-06,242729.78826101526
Montpellier,Centre,Loft,163.51760813875376,4,,8,1,Correct,2018.0,0,0,0.0,Individuel électrique,D,3.7555225957215663,27.26918860270154,8.0,2022-06-12,835878.5744329921
Paris,Saint-Germain,Appartement,55.41654888569484,3,,1,0,Correct,1898.0,0,0,0.0,Collectif,E,3.4568072422165703,89.82934413951251,7.0,2020-08-16,557959.2782427799
Rennes,Sud,Duplex,89.4943574515776,4,4.0,4,1,À rénover,2015.0,0,1,1.0,Individuel électrique,E,6.213895629092482,148.81154765408215,,2023-11-14,255908.32807384073
Strasbourg,Nord,Maison,254.2873664158863,6,6.0,0,0,Neuf,1915.0,0,0,2.0,Individuel gaz,F,2.8217985307292484,341.89524304695533,,2021-12-20,863663.9595175682
Nice,Est,Loft,137.53739350886477,7,6.0,1,0,Correct,,1,1,1.0,Individuel gaz,C,6.325266110681083,143.9559433913627,2.0,2023-05-25,749503.2110393171
Toulouse,Ouest,Appartement,75.76522583211103,4,3.0,2,0,À rénover,2021.0,1,1,1.0,Collectif,D,0.7335136627604322,730.8565689607257,7.0,2023-08-10,210987.37259384987
Strasbourg,Sud,Studio,20.395072598662644,1,0.0,0,0,Bon,2001.0,0,0,,Individuel électrique,D,15.643881880938917,,7.0,2021-01-30,50000.0
Lille,Ouest,Maison,119.16230739895903,4,2.0,0,0,Neuf,1954.0,0,0,1.0,Individuel gaz,D,4.68700665709941,126.7673583431857,4.0,2021-07-02,368373.4381274471
Angers,Nord,Maison,139.98225915696264,6,5.0,0,0,Neuf,1961.0,0,0,1.0,,E,1.6983145479474322,52.124277170094764,10.0,2021-04-19,322873.0665155928
Lyon,Presquîle,Maison,179.06122972051048,5,4.0,0,0,Bon,1947.0,1,0,2.0,Pompe à chaleur,C,2.3468626618011847,245.11113946141708,6.0,2023-09-01,1067999.7564089312
Reims,Sud,Duplex,150.44138855365642,6,6.0,5,0,Correct,,0,0,1.0,Individuel électrique,D,7.365879602139029,713.8078285345686,9.0,2020-04-26,284642.91205012874
Angers,Est,Maison,177.77913673860644,6,5.0,0,0,À rénover,1892.0,0,0,,,,3.298285756982287,372.92414878439746,6.0,2023-06-15,242538.43696544887
Paris,Montmartre,Appartement,79.52150925744206,3,2.0,7,1,Correct,1873.0,0,0,,Individuel électrique,,6.387694936139206,101.90475007926506,3.0,2020-06-26,648344.5231391367
Paris,Bastille,Loft,155.86657486400222,4,3.0,0,0,Correct,,1,0,1.0,Individuel gaz,E,10.030512184169693,964.275500974415,2.0,2022-03-13,1284273.256280653
Rennes,Centre,Appartement,85.79165940728109,3,3.0,6,1,Très bon,1973.0,1,0,0.0,Individuel électrique,B,12.016263978325158,122.51444387503342,4.0,2021-08-29,388382.8099029056
Reims,Ouest,Appartement,65.0466907570877,2,1.0,1,0,Neuf,1996.0,1,1,0.0,Collectif,D,3.869187786974665,279.18205733928954,4.0,2021-03-07,233021.51655869724
Paris,Belleville,Appartement,74.3770893954757,4,4.0,3,1,À rénover,1906.0,0,0,1.0,Individuel gaz,C,3.535206173427933,,9.0,2021-06-02,484555.1863668082
Angers,Sud,Loft,151.63021817479273,6,4.0,5,1,Bon,1971.0,1,1,0.0,Individuel gaz,G,21.212425487951982,584.022835729072,10.0,2020-07-22,274601.5427885325
Reims,Est,Appartement,81.58558717266544,3,2.0,3,1,Neuf,2015.0,0,0,0.0,,D,11.421019223678709,344.1253299128927,3.0,2023-05-11,180085.60182236764
Nice,Ouest,Appartement,123.56301185031066,5,5.0,1,0,Très bon,2006.0,0,0,,Individuel électrique,D,1.170204070449862,,8.0,2021-07-23,879567.4638088803
Lille,Ouest,Loft,98.11356028294706,4,3.0,7,1,Très bon,1973.0,0,0,0.0,Individuel gaz,D,0.7465714648509568,476.494431536446,3.0,2020-11-06,390062.73937749956
Strasbourg,Est,Studio,22.45998747593153,1,,3,1,Neuf,1917.0,1,0,2.0,Individuel gaz,F,3.3231469936034514,40.807834647334886,4.0,2023-01-17,85147.91690684954
Lyon,Croix-Rousse,Appartement,83.40395258832451,3,3.0,7,1,Bon,1923.0,0,0,2.0,Individuel gaz,C,5.509950896917237,126.26306540391089,2.0,2023-05-20,486706.73710153735
Lille,Est,Studio,31.411573437938607,1,1.0,6,1,Bon,1968.0,0,0,1.0,,,4.560798588862056,197.205575988397,10.0,2020-02-15,90644.79790514127
Montpellier,Centre,Loft,89.3386707090928,4,2.0,6,1,Très bon,1981.0,0,0,1.0,Individuel électrique,C,5.571856340369749,1327.6688345749012,2.0,2022-06-03,493971.96726399194
Toulouse,Ouest,Appartement,63.70150520184589,2,2.0,2,0,Bon,2021.0,0,0,1.0,Individuel électrique,C,4.493954088947739,431.71710627600726,6.0,2022-04-03,215325.11350785667
Reims,Nord,Studio,48.06432608815999,1,0.0,9,1,Correct,2004.0,1,0,1.0,Collectif,D,4.484716446697462,674.9043292630702,6.0,2021-03-30,108496.04661188417
Marseille,Vieux-Port,Maison,194.39102527931723,5,4.0,0,0,Très bon,1962.0,1,0,1.0,,C,10.834307984375187,331.94650045244185,1.0,2021-10-24,726275.2585822815
Lille,Centre,Maison,151.7952881794369,6,5.0,0,0,Très bon,1954.0,0,0,0.0,,E,9.35477003646766,392.914137584782,,2022-08-24,421866.96448817506
Rennes,Centre,Maison,138.94595370507602,5,5.0,0,0,Bon,1859.0,1,0,1.0,,A,3.301510495490675,431.0342418877337,4.0,2023-12-25,532186.7808698975
Montpellier,Nord,Maison,159.03256484229655,4,3.0,0,0,Bon,1855.0,1,0,1.0,Individuel gaz,B,3.3120399884657403,68.07778603276978,1.0,2023-10-28,541093.2715726658
Lyon,Croix-Rousse,Appartement,100.68451378217505,6,,6,1,À rénover,1967.0,0,0,0.0,Individuel électrique,,13.305003907468752,41.47768864744634,9.0,2023-06-11,282256.5359891245
Rennes,Ouest,Studio,31.05713174676231,1,0.0,2,0,Très bon,1898.0,1,1,0.0,Individuel électrique,B,6.117001399284241,112.13910251112509,2.0,2023-03-02,145551.82875591103
Rennes,Sud,Appartement,73.96921329098649,4,3.0,7,1,Correct,1924.0,0,1,0.0,Collectif,C,4.851241681829305,90.16029170128952,4.0,2022-08-06,240198.3888598362
Le Havre,Sud,Maison,222.69787399768666,6,,0,0,Bon,,1,1,0.0,Individuel gaz,D,18.901229034849557,435.5987154835837,9.0,2021-07-18,56413.92159423261
Marseille,Endoume,Appartement,56.013008684238415,2,0.0,5,0,Bon,1990.0,1,0,0.0,Individuel gaz,C,9.956973259891178,324.28395849765127,5.0,2022-06-27,196684.33381054315
Reims,Nord,Studio,24.21033415595351,1,0.0,5,0,Bon,1965.0,1,0,1.0,Individuel gaz,E,3.9896614283499607,444.0841308852357,8.0,2022-04-11,58755.82191597777
Marseille,Castellane,Appartement,78.65473842210733,3,2.0,0,0,Bon,2007.0,1,0,0.0,,,5.00789255193744,258.5431876067422,,2021-09-10,220991.03363160515
Lille,Centre,Maison,169.71701949272088,6,5.0,0,0,Correct,1929.0,0,0,1.0,Individuel électrique,F,10.690938840172928,160.97711162762627,9.0,2021-02-18,348255.4372186316
Rennes,Sud,Appartement,37.96573895690463,1,1.0,0,0,Très bon,1959.0,0,0,1.0,Individuel gaz,B,6.1313357598582074,,,2022-12-15,165903.99084320787
Paris,Bastille,Studio,27.861455629953454,1,0.0,4,0,Correct,1946.0,0,1,1.0,Pompe à chaleur,E,9.335277349944993,408.1118951221036,,2020-12-20,236338.60982127945
Nantes,Centre,Maison,225.62323622800474,5,3.0,0,0,À rénover,2023.0,0,0,0.0,Individuel gaz,E,7.163480217539037,353.5192550584938,6.0,2021-09-04,424435.0778316822
Lyon,Part-Dieu,Studio,18.70489475763554,1,1.0,1,0,Correct,2012.0,0,0,2.0,Collectif,C,3.647723220673093,591.4540707778699,1.0,2021-06-12,78936.613576888
Paris,Bastille,Appartement,57.25250239183367,2,,0,0,Bon,1972.0,0,0,1.0,Collectif,B,7.64038584497762,119.5176478030364,3.0,2020-02-16,538419.4959547198
Lyon,Vieux-Lyon,Appartement,57.17831718707999,2,1.0,1,0,Bon,1963.0,1,0,0.0,Individuel électrique,,4.336565013568151,168.40932548061045,1.0,2020-03-22,253351.07197054324
Reims,Ouest,Maison,198.9925882026793,4,2.0,0,0,Très bon,2023.0,0,0,,Individuel gaz,D,4.081191406873156,821.5961634093139,5.0,2020-05-08,402240.4740119897
Nantes,Nord,Duplex,104.82001392300546,4,4.0,6,1,Correct,1934.0,0,1,2.0,,F,7.368429829203522,388.5300498738122,1.0,2021-04-27,403153.2698585383
Dijon,Centre,Appartement,142.4772006803188,4,3.0,3,1,Très bon,1961.0,1,1,2.0,Individuel électrique,C,2.943863487040134,147.1839206776306,3.0,2021-12-07,591772.1094777533
Toulouse,Ouest,Appartement,105.5308055929776,5,4.0,4,1,À rénover,1990.0,0,1,1.0,Collectif,C,1.9612624623908381,72.17733058201095,10.0,2023-10-11,270504.2620351844
Nantes,Est,Appartement,66.88874169676882,3,2.0,6,1,Bon,1989.0,1,0,1.0,Individuel gaz,D,4.566082677528248,440.7487943963733,8.0,2022-11-06,244533.6281801563
Reims,Est,Maison,197.5303777519213,4,2.0,0,0,Très bon,1977.0,0,0,0.0,,D,3.6762290521468914,,1.0,2022-03-28,436683.0056304807
Bordeaux,Est,Appartement,87.2119414637012,4,3.0,2,0,Bon,2018.0,0,0,0.0,Individuel gaz,G,2.6682647784103417,211.0939249173879,5.0,2023-11-23,312710.103692218
Le Havre,Est,Studio,49.890451016419135,1,0.0,0,0,Neuf,,0,0,0.0,Collectif,D,3.1604886587230636,82.7489639531074,4.0,2021-07-30,136322.83851563645
Lille,Est,Appartement,70.23780143040172,3,3.0,2,0,Bon,1976.0,0,0,0.0,Individuel gaz,,3.856551546414078,392.30872516250383,10.0,2022-05-01,239703.02011531286
Reims,Nord,Appartement,64.46045122385091,3,3.0,8,1,Très bon,,1,0,1.0,Pompe à chaleur,E,3.881817099783568,196.9889809411038,5.0,2022-09-07,184981.7509825386
Lille,Ouest,Appartement,85.34327768522724,3,3.0,3,1,Bon,1937.0,0,0,,Pompe à chaleur,F,0.09167325589464621,329.9409565557601,3.0,2022-07-08,260737.30311738484
Montpellier,Centre,Maison,162.984438635868,4,3.0,0,0,Bon,2008.0,1,0,0.0,Individuel électrique,,7.541908714323939,93.90321446144041,4.0,2020-01-02,416173.78579118697
Paris,Belleville,Maison,203.28728814187642,5,3.0,0,0,À rénover,1983.0,1,1,,Collectif,C,2.566019964257768,16.67084727279289,,2021-09-13,1257134.138646594
Le Havre,Est,Appartement,111.15990369605449,5,,3,0,Correct,1958.0,0,0,1.0,Collectif,F,7.590036334532822,147.121467704606,10.0,2020-02-17,186711.78927905826
Montpellier,Centre,Duplex,94.23569351684425,3,2.0,5,1,Bon,1984.0,0,1,0.0,Collectif,,6.188108124799344,181.89579894993943,5.0,2020-02-22,460386.5639819313
Bordeaux,Centre,Appartement,62.978139701919325,2,1.0,0,0,Bon,2015.0,1,0,1.0,Collectif,D,12.908166263963476,141.0765571811516,9.0,2022-01-13,236932.12944444423
Nantes,Est,Studio,45.920976016808225,1,1.0,5,1,Neuf,2022.0,1,0,0.0,Individuel gaz,C,2.640746034385697,56.1854796540778,3.0,2021-12-04,216859.97770671232
Lille,Nord,Maison,173.04471552082987,4,3.0,0,0,Très bon,1944.0,1,0,2.0,Individuel gaz,D,3.1385195657048386,211.63155599778366,8.0,2022-03-12,553308.4304474557
Angers,Centre,Appartement,76.42770897135765,4,4.0,1,0,Très bon,2013.0,0,0,0.0,Individuel gaz,E,5.638520194332699,89.85050492064954,4.0,2022-06-02,212841.42943515803
Nice,Ouest,Studio,42.97599682926587,1,0.0,2,0,Correct,1877.0,0,0,0.0,Individuel électrique,E,12.738773686281629,367.96753583676605,2.0,2023-12-26,144466.0972121318
Nantes,Ouest,Studio,29.478267640145123,1,0.0,1,0,Bon,1855.0,1,1,0.0,Individuel électrique,F,3.890878978554686,256.9013125391442,8.0,2020-10-24,101763.05703941267
Le Havre,Nord,Appartement,95.91196992627692,4,3.0,1,0,Correct,1979.0,1,0,1.0,,D,2.277097921065806,528.555384587609,3.0,2020-05-15,198072.80253395342
Nantes,Sud,Maison,142.21503007775175,4,3.0,0,0,Bon,1968.0,0,0,0.0,Individuel gaz,F,8.917715260609508,390.82053115007034,,2022-03-23,320510.94879223814
Bordeaux,Nord,Appartement,67.59994559036383,2,1.0,2,0,À rénover,,1,0,0.0,Individuel électrique,G,1.444199369397784,420.8570738728171,5.0,2022-06-09,172498.89529440543
Toulouse,Est,Maison,250.00554147442213,4,3.0,0,0,Bon,,0,0,0.0,,E,8.996278006767978,403.2101218626329,8.0,2020-10-07,595712.4031840562
Lyon,Part-Dieu,Appartement,75.99183711784502,3,2.0,0,0,Bon,1979.0,0,0,0.0,Collectif,F,10.990212987934102,388.2523238309325,2.0,2020-06-16,233947.4128249496
Rennes,Est,Studio,23.50426963507833,1,0.0,6,1,Correct,1861.0,1,1,0.0,Individuel gaz,F,7.696576816258671,119.59848360656673,4.0,2023-01-02,70901.0511628559
Rennes,Ouest,Appartement,58.819101825124164,2,1.0,2,0,Très bon,1964.0,0,0,0.0,Individuel gaz,,11.95436026962348,166.6249066354572,2.0,2022-07-16,191338.29496430792
Bordeaux,Centre,Appartement,73.91308150445697,4,2.0,4,1,Bon,1956.0,0,1,2.0,Individuel gaz,E,6.392570400956147,806.4554081278052,3.0,2023-05-07,363189.41928872536
Lyon,Croix-Rousse,Appartement,97.04357071854963,3,2.0,1,0,Correct,1932.0,1,0,0.0,Individuel électrique,D,5.652466513546799,501.3247842152983,6.0,2020-03-18,423035.4332352934
Lille,Ouest,Appartement,41.671341080470334,3,2.0,1,0,Neuf,1971.0,0,0,2.0,Individuel électrique,E,6.345591662842562,254.88369739582228,6.0,2022-01-19,146006.88163809094
Bordeaux,Nord,Maison,153.00914781767773,4,3.0,0,0,Bon,1988.0,0,0,,Collectif,,3.4741162590742154,666.3810472519613,3.0,2021-08-14,534996.2931540462
Lyon,Croix-Rousse,Appartement,87.32823222790714,4,3.0,5,0,À rénover,2002.0,1,1,0.0,Pompe à chaleur,F,6.257218685247624,607.8856524121134,6.0,2021-01-14,277859.2296208106
Reims,Ouest,Studio,32.87650507154954,1,0.0,4,1,Bon,1966.0,0,0,0.0,Individuel électrique,E,11.230215381558413,202.34799392717628,4.0,2022-03-28,60066.59986387099
Montpellier,Centre,Appartement,84.85658547008461,4,,1,0,Neuf,1938.0,1,0,0.0,Collectif,C,3.235116364262311,129.9364085836304,8.0,2020-09-17,471187.57896691054
Bordeaux,Est,Studio,24.460402105568413,1,0.0,4,0,Neuf,1934.0,0,0,1.0,Individuel électrique,E,10.270113128034575,69.13579346920815,10.0,2023-02-28,102601.32828414993
Reims,Ouest,Maison,178.0430028768345,4,3.0,0,0,Correct,1977.0,0,0,1.0,Collectif,E,4.532158262263172,28.083740077407064,2.0,2021-08-16,291382.72820606374
Lille,Est,Duplex,152.50403450055973,6,6.0,0,0,Très bon,1959.0,0,0,0.0,,D,4.623594292553587,306.65469420113345,9.0,2021-12-29,460854.60393031023
Bordeaux,Centre,Duplex,105.25040775141568,4,,1,0,Bon,,0,0,0.0,Pompe à chaleur,C,8.173341092212642,339.9530691781326,4.0,2021-05-03,396048.0748160139
Lille,Est,Loft,118.58142716228414,4,3.0,5,1,À rénover,1972.0,0,0,,Individuel électrique,D,13.760439438101937,51.78318273129554,5.0,2023-04-01,292201.9951206616
Bordeaux,Est,Studio,19.32020988707965,1,1.0,2,0,Très bon,1975.0,0,0,0.0,Individuel électrique,,6.5991869025852665,125.20005377048363,2.0,2021-07-27,86137.84666718681
Lyon,Confluence,Appartement,86.84565802492077,3,1.0,1,0,Bon,1937.0,0,0,0.0,Collectif,D,8.37713348541794,415.8271579786786,7.0,2022-10-04,371074.6114473183
Toulouse,Sud,Studio,24.679831674285346,1,0.0,3,1,Bon,1958.0,1,1,1.0,Individuel gaz,C,7.059270429839974,136.65626805468975,2.0,2023-05-14,95888.16212922656
Strasbourg,Est,Duplex,87.4960165746854,3,2.0,3,1,Bon,1989.0,0,1,1.0,,E,4.882972183305228,455.065487498821,,2023-03-24,329570.5535102793
Reims,Sud,Appartement,65.33482244379314,2,2.0,4,0,Bon,1959.0,1,1,2.0,Individuel gaz,D,2.9057765523212957,,8.0,2022-07-10,189176.19586798365
Lyon,Vieux-Lyon,Maison,196.88175897341975,5,4.0,0,0,Très bon,1965.0,1,0,0.0,Individuel gaz,,5.693483614441723,89.58304492496337,4.0,2020-09-18,757706.8700465435
Paris,Belleville,Appartement,62.56786490156846,2,1.0,0,0,Bon,1983.0,1,0,0.0,Individuel électrique,D,3.0930046171351906,231.25738519411826,6.0,2023-08-06,593554.2838563027
Marseille,Castellane,Maison,134.4393831281657,4,3.0,0,0,Correct,1931.0,0,1,,Collectif,D,4.351870627220459,,8.0,2021-08-21,414186.6819940741
Reims,Nord,Maison,205.00563200611617,7,7.0,0,0,Très bon,2008.0,0,0,0.0,Individuel électrique,F,6.412578970020405,137.3693308348293,6.0,2023-01-16,388951.3892077537
Toulouse,Ouest,Maison,139.65129608077663,6,5.0,0,0,Correct,1952.0,1,0,0.0,Individuel gaz,B,5.865044739878471,304.14108484495387,9.0,2021-10-13,357095.83674792026
Montpellier,Est,Maison,288.2623749845478,4,2.0,0,0,Neuf,,0,0,0.0,Collectif,D,1.9333189170160963,726.276276704807,3.0,2023-02-20,1129841.6459253458
Nantes,Ouest,Duplex,91.65430683459215,4,,6,1,Bon,1946.0,1,0,1.0,Individuel gaz,B,2.6418987460331693,295.8957771084451,10.0,2021-01-23,451516.57657963724
Rennes,Nord,Maison,221.70582404177665,5,3.0,0,0,À rénover,,0,0,2.0,Individuel électrique,E,4.132187505027044,186.0813478763903,,2021-09-10,443955.2158035518
Lyon,Confluence,Studio,50.98596676096281,1,0.0,0,0,Bon,1944.0,1,0,0.0,Individuel gaz,D,10.842523558793182,337.10122077225105,6.0,2021-09-11,223445.7816942093
Angers,Ouest,Appartement,79.07808441292389,3,2.0,3,1,Bon,1994.0,0,0,1.0,Collectif,C,4.132956802393538,204.28318866704848,,2021-12-04,219798.24366375484
Bordeaux,Centre,Appartement,61.935459625012584,2,1.0,5,0,À rénover,1909.0,1,1,0.0,,E,9.40564166619777,180.5262720262206,2.0,2021-06-22,194819.4590887601
Dijon,Nord,Maison,225.98670754772343,7,7.0,0,0,À rénover,1948.0,0,0,0.0,Collectif,G,10.41076559722623,292.1695519050731,5.0,2023-05-29,218045.63367520078
Lyon,Confluence,Appartement,55.249222716976405,3,2.0,2,0,Neuf,1976.0,1,0,1.0,Individuel électrique,E,2.124316405948431,266.13441517323736,10.0,2021-12-06,388920.24367726274
Le Havre,Sud,Appartement,47.14909250996112,3,3.0,7,1,Bon,,1,1,2.0,Individuel gaz,A,1.736081395093317,1016.4259964676781,6.0,2021-08-14,146595.98947174
Angers,Nord,Maison,190.7022146333954,5,5.0,0,0,Correct,1918.0,0,0,0.0,Individuel gaz,,9.381869437347163,,1.0,2021-10-04,257299.1487782185
Reims,Centre,Maison,126.61204258997847,5,4.0,0,0,Bon,1949.0,1,0,1.0,Pompe à chaleur,,3.5165796147515835,58.01691132085162,,2022-02-05,329562.4516573306
Nice,Est,Maison,169.49143347534184,5,5.0,0,0,À rénover,1908.0,0,1,1.0,Pompe à chaleur,,15.439632768409048,214.18194160834992,,2020-06-29,474410.35907135514
Reims,Ouest,Appartement,72.57073935763135,4,4.0,5,1,À rénover,2004.0,0,0,1.0,,D,4.140210684479116,102.20175765776477,2.0,2021-06-30,125686.7830273885
Toulouse,Sud,Appartement,95.89491162029672,4,4.0,2,0,Correct,2022.0,0,0,0.0,Individuel gaz,B,3.362206773505952,296.9688542237415,5.0,2021-08-11,303224.3604021311
Le Havre,Centre,Maison,130.39747192648434,4,,0,0,Très bon,1944.0,0,0,2.0,Collectif,,5.770579048876805,357.0260626844422,8.0,2022-01-03,262958.43171803054
Strasbourg,Nord,Appartement,50.93734811174197,3,3.0,1,0,Correct,1968.0,1,0,0.0,,F,11.867492202331647,149.14321502766248,7.0,2020-02-15,125879.76191705781
Montpellier,Ouest,Appartement,71.00248037241943,4,2.0,0,0,Bon,1970.0,0,0,0.0,Individuel électrique,C,5.3426026743510455,291.27777329471076,,2023-06-01,230832.20717437874
Nice,Centre,Appartement,40.30726720496425,2,1.0,6,1,Correct,1926.0,1,0,1.0,Individuel gaz,C,10.084871715038162,679.7590342720671,5.0,2020-05-28,201588.97946500595
Lille,Centre,Appartement,83.0373804567011,1,2.0,1,0,Bon,1985.0,0,1,0.0,Individuel gaz,D,4.99765717205665,15000.0,1.0,2021-01-22,309544.01825760567
Dijon,Sud,Appartement,80.78879275894153,4,4.0,1,0,Bon,,0,0,0.0,Individuel gaz,E,13.696988241846457,211.66777977209986,6.0,2022-12-17,154976.94651016314
Dijon,Est,Appartement,81.21828460672072,4,,0,0,Bon,1971.0,1,0,0.0,Collectif,D,7.648920378739644,145.44796020055634,1.0,2020-09-14,219595.51164809833
Nice,Est,Appartement,70.6189821374561,4,3.0,0,0,Bon,,1,0,0.0,Individuel gaz,,3.2757984320421176,181.40133365478584,,2022-05-22,401019.71979456756
Lyon,Croix-Rousse,Maison,269.042033747488,4,3.0,0,0,Bon,,1,1,0.0,Individuel électrique,F,8.09938042097405,,7.0,2021-10-24,864964.5547064772
Montpellier,Nord,Appartement,85.68922440847115,3,1.0,1,0,Très bon,2019.0,0,1,2.0,Individuel électrique,E,4.663490573647097,150.83525094992865,8.0,2020-10-11,404174.4741084292
Dijon,Centre,Appartement,92.63956070922447,3,2.0,6,1,Correct,2016.0,0,1,0.0,Pompe à chaleur,,5.849394597633319,223.74040867369328,,2023-07-03,280740.2591433951
Lyon,Vieux-Lyon,Loft,101.08111290058208,5,4.0,5,1,Bon,,1,0,0.0,Individuel gaz,D,14.172521634581303,696.1779131120518,7.0,2023-09-25,458921.90023909154
Lille,Centre,Studio,28.618100718410446,1,0.0,5,1,Très bon,,0,0,0.0,Individuel électrique,G,3.9160551434402664,101.5006519952257,1.0,2021-01-10,110237.44960927425
Reims,Sud,Appartement,59.60259890190961,3,1.0,6,1,Correct,1895.0,0,0,1.0,Collectif,E,5.625789716755918,735.8965346270967,3.0,2022-02-02,131708.36229547847
Nantes,Sud,Loft,120.1297821582944,6,4.0,1,0,Neuf,2030.0,1,1,1.0,Individuel gaz,C,5.033907095606265,,1.0,2020-10-01,818460.6219309272
Montpellier,Nord,Appartement,59.864946739877325,3,1.0,8,1,Très bon,1884.0,0,0,0.0,Individuel électrique,D,9.115235123584611,151.38034109057023,7.0,2020-11-29,222161.92630603284
Nantes,Nord,Appartement,93.45255701955082,3,3.0,1,0,Bon,1974.0,0,0,,,C,6.030884517699691,362.6391019624263,8.0,2020-11-17,294044.42455198657
Toulouse,Sud,Duplex,115.59122574108517,4,,0,0,Bon,1981.0,1,0,0.0,Individuel électrique,D,5.927273831872462,,1.0,2020-11-27,323931.4053955313
Le Havre,Ouest,Loft,64.52263756643796,3,2.0,1,0,Correct,1907.0,0,0,0.0,Individuel gaz,E,2.9752522380070485,144.00806634145135,,2022-12-29,151350.22566155094
Toulouse,Est,Maison,138.80245175122968,6,5.0,0,0,Correct,1979.0,1,0,0.0,Individuel gaz,D,2.4633977512713106,,10.0,2020-12-18,288573.05073094857
Nantes,Est,Maison,243.56115157625,5,4.0,0,0,Bon,2017.0,1,0,2.0,Individuel électrique,C,4.65969098112145,97.61398510915382,6.0,2020-10-17,796127.6182954387
Dijon,Sud,Maison,248.32073080632188,5,4.0,0,0,À rénover,1907.0,1,0,0.0,,C,6.319823158725326,304.7115469474973,9.0,2021-04-09,361086.6943533611
Angers,Est,Appartement,88.97957807223162,4,2.0,3,0,À rénover,1987.0,0,0,0.0,Individuel gaz,F,5.280223688125963,138.4727995083898,10.0,2023-03-16,136720.0639898109
Le Havre,Ouest,Appartement,71.26947025822322,4,3.0,0,0,Neuf,1943.0,0,1,,Individuel électrique,B,4.4702946899097755,496.4683521527888,6.0,2022-05-09,229588.97067682192
Toulouse,Ouest,Maison,234.31756019983766,4,3.0,0,0,Correct,,0,0,1.0,Individuel électrique,F,7.388345907061599,595.7069099773879,10.0,2021-06-01,504979.33001728205
Montpellier,Centre,Loft,112.80205322186521,5,5.0,5,1,Très bon,1974.0,0,1,0.0,Pompe à chaleur,C,4.545795610471178,393.16556580045284,9.0,2023-10-09,743241.5341679901
Bordeaux,Nord,Appartement,106.91386426780939,5,3.0,2,0,Bon,2015.0,1,0,1.0,,D,5.706080539832907,271.37983332107797,2.0,2023-12-29,430567.7672054147
Paris,Belleville,Studio,31.658184761504337,1,1.0,3,1,Bon,1937.0,0,0,,,D,12.25354861861655,356.3001157293112,5.0,2023-10-12,266800.1007379478
Le Havre,Ouest,Appartement,69.37631155978285,2,0.0,5,1,Très bon,2023.0,1,0,0.0,Individuel gaz,C,4.672707474607006,370.68222422021535,,2021-06-05,155737.96203555848
Toulouse,Nord,Maison,206.25114209009874,7,6.0,0,0,À rénover,,1,0,2.0,Individuel électrique,F,0.5458575979095075,528.6871683056733,10.0,2023-04-19,394075.75774135784
Toulouse,Nord,Maison,135.0368240939411,4,2.0,0,0,Très bon,2016.0,0,0,1.0,Pompe à chaleur,E,9.377617869503641,,10.0,2022-11-09,330939.4075370256
Lyon,Presquîle,Maison,141.7033626324961,5,5.0,0,0,Très bon,1862.0,1,0,1.0,Individuel électrique,D,2.2402790860895405,269.60218818181403,7.0,2022-08-23,878325.8121912947
